word,ko,zh_Hans,etym_zh_Hans,pron,ant,syn
polyphony,"다성음악, 폴리포니",多声曲；复调音乐,,/pəˈlɪf(ə)ni/,,
enamored,"매혹된, 홀딱 반한, 사랑에 빠진",使倾心，使迷恋,,,,
assay,"금속의 순도 분석, 시금",鉴定，化验，分析（化学物质的纯度）,,/əˈseɪ/,,
spurn,"퇴짜 놓다, 일축하다",轻蔑地拒绝；摒弃,,/spəːn/,,
dudgeon,"화, 분노","生气,不高兴",,/ˈdʌdʒ(ə)n/,,
homogeneous,동종[동질]의,由同类事物（或人）组成的；同类的；相似的,,/ˌhɒmə(ʊ)ˈdʒiːnɪəs/,,
bemused,어리벙벙한,糊涂的；茫然的,,/bɪˈmjuːzd/,,
philanderer,바람둥이 (남자),玩弄女性者，风流男子,,/fɪˈland(ə)rə/,,
lament,애통[한탄/통탄]하다,对…感到悲痛，对…表示失望，痛惜,,/ləˈmɛnt/,,
rationing,배급제도,配给制；定量配给,,,,
cessation,"중단, 중지",结束，停止；中断，中止,,/sɛˈseɪʃ(ə)n/,,
adhere,"들러붙다, 부착되다",黏附；附着,,/ədˈhɪə/,,
doleful,애절한,悲伤的，哀伤的,,/ˈdəʊlfʊl/,,
avert,"방지하다, 피하다",防止，避免,,/əˈvəːt/,,
fawn,엷은 황갈색의,幼鹿,,/fɔːn/,,
orthodox,"정통의, 전통적인",（信仰、观点或活动）正统的，传统的，普遍接受的,,/ˈɔːθədɒks/,,
tyro,초보자,初学者，新手,,/ˈtʌɪrəʊ/,,
neophyte,초보자,新手；初学者,,/ˈniːə(ʊ)fʌɪt/,,
importance,중요성,重要性,,/ɪmˈpɔːt(ə)ns/,,
ersatz,대용[모조]품의,（通常指因为某物过于昂贵或稀有而以其他事物）代用的,,/ˈəːsats/,,
paradigm,전형적인 예[양식],范例，示例,,/ˈparədʌɪm/,,
inclination,(…하려는) 의향[뜻]; 성향,倾向；爱好；意向,,/ɪnklɪˈneɪʃ(ə)n/,,
corroborate,"(진술·이론 등을 뒷받침하는 증거나 정보를) 제공하다, 확증[입증]하다",证实，确证,,/kəˈrɒbəreɪt/,,
fledgling,(막 날기 시작한) 어린 새,（学飞的）幼鸟,,/ˈflɛdʒlɪŋ/,,
anachronism,시대착오적인 사람[관습/생각],时代错误，年代误植，不合时代的人（或物）,,/əˈnakrəˌnɪz(ə)m/,,
synagogue,"유대교 회당, 시너고그",犹太教堂，犹太会堂,,/ˈsɪnəɡɒɡ/,,
placate,(화를) 달래다,平息，安抚,,/pləˈkeɪt/,,
libidinous,"호색의, 육욕적인",性欲强烈的，好色的,,/lɪˈbɪdɪnəs/,,
lull,"(활동 사이의) 잠잠한 시기, 소강상태",使安静，使平和；使发困,,/lʌl/,,
wasp,말벌,黄蜂，蚂蜂,,/wɒsp/,,
diffident,"(자신감이 부족하여) 조심스러운, 소심한",羞怯的，怯生生的,,/ˈdɪfɪd(ə)nt/,,
exacerbate,(특히 질병·문제를) 악화시키다,使恶化；使加重；使加剧,,/ɪɡˈzasəbeɪt/,,
bona fide,"진실된, 진짜의",真的；真实的，非虚假的,,,,
itinerary,여행 일정표,旅行计划，预定行程,,/ʌɪˈtɪn(ə)(rə)ri/,,
rescind,(법률·계약·결정 등을) 폐지[해지/철회]하다,废除；取消；撤销,,/rɪˈsɪnd/,,
doctrinaire,교조적인,教条主义的；脱离实际的,,/ˌdɒktrɪˈnɛː/,,
amicable,"우호적인, 원만한",心平气和的；不伤和气的,,/ˈamɪkəb(ə)l/,,
altruistic,"이타적인(opp. egoistic, selfish)",利他的，无私心的,,/altruːˈɪstɪk/,,
esurient,"게걸스러운, 탐욕스러운(greedy)",饥渴;贪吃;贪婪的,,/ɪˈsjʊərɪənt/,,
reincarnation,환생,轮回转世说,,/ˌriːɪnkɑːˈneɪʃ(ə)n/,,
enchant,황홀하게[넋을 잃게] 만들다,使陶醉；使入迷,,/ɪnˈtʃɑːnt/,,
cloister,(보통 성당·수도원 등의 지붕이 덮인) 회랑,（尤指教堂、修道院等宗教建筑的）回廊,,/ˈklɔɪstə/,,
belittle,하찮게 만들다,轻视；贬低,,/bɪˈlɪt(ə)l/,,
convalescent,요양[회복]의; 요양[회복] 중인,处于康复期的病人,,/kɒnvəˈlɛs(ə)nt/,,
refulgent,환히 빛나는,十分明亮的;灿烂的,记忆技巧：re 一再 + fulg 发光 + ent 具有…性质的 → 不断发光的 → 光辉的,/rɪˈfʌldʒ(ə)nt/,,
tyrannical,"폭군의, 압제적인",残暴的；专制的,,/tɪˈranɪk(ə)l/,,
proselyte,"개종자(改宗者) ((to)); 전향자, 변절자",入教;改宗蛸;犹太教的人;皈依者;改变宗教信仰者,,/ˈprɒsɪlʌɪt/,,
amity,"우호, 친선",友好，和睦,,/ˈamɪti/,,
extricate,(곤란한 상황에서) 해방되다[해방시키다],使摆脱，使脱离；解救,,/ˈɛkstrɪkeɪt/,,
interstice,작은 틈[공간],裂缝；间隙,,/ɪnˈtəːstɪs/,,
endemic,"(특정 지역·집단) 고유의, 고질적인, 풍토적인",（尤指疾病或情况）地方性的；（在某地或某些人中）特有的，流行的,,/ɛnˈdɛmɪk/,,
lax,(일·규칙·기준 등에 대해) 느슨한[해이한],马虎的,,/laks/,,
indigent,궁핍한,十分贫困的，十分贫穷的,,/ˈɪndɪdʒ(ə)nt/,,
courageous,용감한,勇敢的，有胆量的，有勇气的,,/kəˈreɪdʒəs/,,
aversion,"아주 싫어함, 혐오감",厌恶，反感；讨厌的人（或事物）,,/əˈvəːʃ(ə)n/,,
laud,칭찬하다,赞美，赞扬，赞颂,,/lɔːd/,,
laudatory,"칭찬하는, 감탄하는",称赞的，赞扬的，赞美的,,/ˈlɔːdət(ə)ri/,,
incontrovertible,이론[반박]의 여지가 없는,不容置疑的；无可辩驳的,记忆技巧：in 不 + controvert 反驳 + ible …的 → 不容反驳的 → 不容争论的,/ˌɪnkɒntrəˈvəːtɪb(ə)l/,,
recline,(편안하게) 비스듬히 기대다[눕다],（使）斜倚；（使）斜躺；（使）向后倚靠,,/rɪˈklʌɪn/,,
abstain,(투표에서) 기권하다,节制；戒绝（尤指不好的享乐）,,/əbˈsteɪn/,,
forlorn,쓸쓸해 보이는,孤苦伶仃的，孤苦无依的,,/fəˈlɔːn/,,
untoward,(보통 좋지 못한 방향으로) 뜻밖의[별다른],意外的；事与愿违的,,/ʌntəˈwɔːd/,,
infidel,신앙심 없는 자(진정한 종교라고 여겨지는 것을 믿지 않는 사람을 모욕적으로 가리키는 말),（尤被基督徒和穆斯林用来互指）异教徒,,/ˈɪnfɪd(ə)l/,,
discomfit,혼란스럽게[당황하게] 만들다,（尤指在精神上）使感到不舒服，使不安,,/dɪsˈkʌmfɪt/,,
vitriolic,독설에 찬,愤怒的;恶意的;尖酸刻薄的,,/ˌvɪtrɪˈɒlɪk/,,
mercenary,용병,唯利是图的，贪财的,,/ˈməːsɪn(ə)ri/,,
ravaged,파괴된,毁坏;损坏;严重损害,,/ˈravɪdʒd/,,
holistic,전체론의,整体的，全面的,,/həʊˈlɪstɪk/,,
audacious,대담한,大胆的；敢于冒险的；鲁莽的；放肆的,,/ɔːˈdeɪʃəs/,,
epithet,(칭찬이나 비판의 의도로 붙인) 별칭[묘사],（通常指在褒贬人时使用的）表述形容词，修饰语,,/ˈɛpɪθɛt/,,
astonishment,깜짝[크게] 놀람,惊愕；惊讶,,/əˈstɒnɪʃmənt/,,
congruent,"크기와 형태가 동일한, 합동의",（数学图形）全等的,,/ˈkɒŋɡrʊənt/,,
abnegate,"<권리 등을> 버리다; <쾌락 등을> 끊다, 자제하다",克制；不容自己享受…,,/ˈabnɪɡeɪt/,,
churlish,"막된, 무례한",粗鲁无礼的，粗野的；不友好的；令人讨厌的,,/ˈtʃəːlɪʃ/,,
penultimate,끝에서 두 번째의,倒数第二的,,/pɪˈnʌltɪmət/,,
didactic,교훈적인,教训的，说教的,,/dɪˈdaktɪk/,,
din,(오래 계속되는 크고 불쾌한) 소음,喧嚣，嘈杂声,,/dɪn/,,
mishap,작은 사고[불행],厄运；不幸事故,,/ˈmɪshap/,,
adulterate,(음식이나 음료에) 불순물을 섞다,（在饮食中）掺杂，掺假,,/əˈdʌltəreɪt/,,
gibe,"놀려대다, 비웃다, 우롱하다, 조롱하다(jeer) ((at)), 웃음거리로 만들다",（jibe的另一种拼法）,,/dʒʌɪb/,,
mordacious,"물고 늘어지는, 무는 버릇이 있는",咬的;刻薄的;辛辣的;锐利的,,/mɔːˈdeɪʃəs/,,
anomalous,"변칙의, 이례적인",异常的;反常的,,/əˈnɒm(ə)ləs/,,
accolade,"포상, 칭찬",赞美，赞赏；荣誉，嘉奖,,/ˈakəleɪd/,,
vexing,"성가신, 귀찮은; 짜증나게 하는, 애태우는",使恼火;使烦恼;使忧虑,,/ˈvɛksɪŋ/,,
gabelle,세금(tax),税；（法国1789年大革命前的）盐税,,,,
lethargic,"기면(嗜眠)성[증]의; 혼수(상태)의; 무기력한, 활발하지 못한; 둔감한",萎靡不振的，无精打采的；懒散的，倦怠的,,/lɪˈθɑːdʒɪk/,,
mesmerize,"최면을 걸듯 마음을 사로잡다, 완전 넋을 빼놓다",迷住；迷惑,,/ˈmɛzmərʌɪz/,,
disinclination,내키지 않음; 열의 부족,厌恶，不情愿,,/ˌdɪsɪnklɪˈneɪʃ(ə)n/,,
recreant,"용기 없는, 비겁한",怯懦的,,/ˈrɛkrɪənt/,,
baneful,사악한,邪恶的;引起灾祸的,,/ˈbeɪnfəl/,,
connotation,함축(된 의미),内涵意义；隐含意义；联想意义,,/kɒnəˈteɪʃ(ə)n/,,
exclaim,"소리치다, 외치다",（因吃惊、害怕、喜悦等）呼喊，惊叫,,/ɪkˈskleɪm/,,
dictum,"격언, 금언",格言，隽语,,/ˈdɪktəm/,,
threnody,"비가(悲歌), 애가(哀歌)",挽歌;哀歌;悲诗;哀悼,,/ˈθrɛnədi/,,
polity,정치적 조직체,政治组织,,/ˈpɒlɪti/,,
cavil,트집을 잡다,无端指责；挑剔，吹毛求疵,,/ˈkav(ə)l/,,
covetous,"탐내는, 갈망하는",（尤指对属于别人的东西）贪求的，垂涎的,,/ˈkʌvɪtəs/,,
meridian,자오선,子午线，经线,,/məˈrɪdɪən/,,
lugubrious,침울한,忧伤的，忧郁的，悲伤的,,/lʊˈɡuːbrɪəs/,,
augur,(상서로운 또는 상서롭지 못한) 전조[조짐]가 되다,预示，是…的预兆,,/ˈɔːɡə/,,
contention,"논쟁, 언쟁",争论；纷争；口角,,/kənˈtɛnʃ(ə)n/,,
apathy,무관심,无兴趣，懈怠；（尤指对重要事情的）漠不关心，无动于衷,,/ˈapəθi/,,
pillory,(남들이 보는 데서) 강력히 비판하다,严厉抨击；（尤指）公开批评,,/ˈpɪləri/,,
renege,(약속·합의 등을) 어기다[저버리다/취소하다],违背（诺言）；违约；背信,,/rɪˈneɪɡ/,,
legitimate,"정당한, 타당한, 적당한",合法的，正当的，法律允许的,,/lɪˈdʒɪtɪmət/,,
deferential,"경의를 표하는, 공손한(respectful)",尊重的，尊敬的，恭敬的,,/dɛfəˈrɛnʃ(ə)l/,,
fractious,"성[짜증]을 잘 내는, 괴팍한",易怒的；暴躁的,,/ˈfrakʃəs/,,
circuitous,빙 돌아가는,迂回的，绕行的,,/səːˈkjuːɪtəs/,,
gyrate,"빙빙 돌다, 선회하다; (특히 신체 일부를) 빙빙 돌리다",（通常指很快地）旋转，回旋，转动,,/dʒʌɪˈreɪt/,,
egregious,지독한,（错误等）极其严重的，极坏的，令人震惊的,,/ɪˈɡriːdʒəs/,,
encomium,찬사,赞词，颂词,,/ɛnˈkəʊmɪəm/,,
impecunious,"동전 한 푼 없는, 무일푼의",没钱的，贫穷的,,/ˌɪmpɪˈkjuːnɪəs/,,
synonym,"동의어, 유의어",同义词，近义词,记忆技巧：syn 共同 + onym 名称，名字 → 同名 → 同义词,/ˈsɪnənɪm/,,
digress,"주제에서 벗어나다, 다른 말을 하기 시작하다",离题，跑题,,/dʌɪˈɡrɛs/,,
