word,ko,zh_Hans,etym_zh_Hans,pron,ant,syn,etym,en,pof,example,pof_ko,example_ko,word2,syn_n,syn_v,syn_a,ant2
counterfeit,"위조의, 모조의",伪造的；仿造的；假冒的,,/ˈkaʊntəfɪt/,,"faked, copied, forged, feigned, simulated, sham, spurious, bogus, imitation, substitute, dummy, ersatz","Anglo-Norman countrefait, from Old French contrefait.
","Counterfeit money, goods, or documents are not genuine, but have been made to look exactly like genuine ones in order to deceive people.",[ADJ],He admitted possessing and delivering counterfeit currency.,[형용사],counterfeit watches,counterfeit,"fake, forgery, fraud, phony, copy, facsimile, imitation, substitute ","falsify, forge, plagiarize ","bogus, forged, fraudulent, sham, artificial, imitation, simulated ","original, real  genuine"
bacchanalian,"흥청망청 대는, 진탕 마셔 대는",（尤指派对）疯狂地饮酒作乐的,,/ˌbakəˈneɪlɪən/,,"sensualist, pleasure-seeking, self-indulgent, indulgent, libertine, sybaritic, voluptuary, lotus-eating",,characterized by or involving drunken revelry,[ADJ],,[형용사],,bacchanalian,,,,
autonomy,자치권,自治，自治权,,/ɔːˈtɒnəmi/,,"independence, self-rule, home rule, sovereignty, self-determination, freedom, autarchy","From Ancient Greek αὐτονομία (autonomía), from αὐτόνομος (autónomos), from αὐτός (autós, “self”) + νόμος (nómos, “law”). Surface analysis auto- (“self”) +‎ -nomy (“a system of rules or laws about a particular field”).
","Autonomy is the control or government of a country, organization, or group by itself rather than by others.",[NOUN],Activists stepped up their demands for local autonomy last month.,[명사],a campaign in Wales for greater autonomy,autonomy,"freedom, home rule, independence, sovereignty ",,,dependency
disciple,(종교적·정치적 가르침을 따르는) 제자[신봉자],信徒，门徒，追随者,,/dɪˈsʌɪp(ə)l/,,"adherent, believer, admirer, devotee, acolyte, votary","From Middle English disciple, discipul, from Old English discipul m (“disciple; scholar”) and discipula f (“female disciple”), both from Latin discipulus (“a pupil, learner”). Later influenced or superseded in Middle English by Old French deciple.
","If you are someone's disciple, you are influenced by their teachings and try to follow their example.",[NOUN],a disciple of Freud.,[명사],a disciple of the economist John Maynard Keynes,disciple,"adherent, apostle, believer, convert, devotee, follower, pupil ",,,master  teacher
perfidious,믿을[신뢰할] 수 없는,背信弃义的；不忠贞的,,/pəˈfɪdɪəs/,,"duplicitous, deceitful, disloyal, faithless, unfaithful, traitorous, treasonous, false, untrue, double-dealing, dishonest, two-faced, Janus-faced, untrustworthy","From Latin perfidiōsus (“treacherous”), from perfidia.
","If you describe someone as perfidious, you mean that they have betrayed someone or cannot be trusted.",[ADJ],Their feet will trample on the dead bodies of their perfidious aggressors.,[형용사],,perfidious,,,"deceitful, disloyal, faithless, false, insidious, treacherous ",honest
fumigate,훈증 소독하다,（用毒性气体）薰蒸，烟熏（以除害虫或消毒）,,/ˈfjuːmɪɡeɪt/,,"purify, sterilize, sanitize, sanitate, decontaminate, cleanse, clean out","Borrowed from Latin fūmigātus, past participle of fūmigō, from fūmus (“smoke”).
","If you fumigate something, you get rid of germs or insects from it using special chemicals.",[VERB],fruit which has been treated with insecticide and fumigated.,[동사],to fumigate a room,fumigate,,,,
prosaic,"평범한, 상상력이 없는",乏味的；平淡无奇的；缺乏想像力的,,/prə(ʊ)ˈzeɪɪk/,,"uninspired, matter-of-fact, dull, dry, humdrum, mundane, pedestrian, heavy, plodding, lifeless, dead, spiritless, lacklustre, undistinguished, stale, jejune, bland, insipid, vapid, vacuous, banal, hackneyed, trite, literal, factual, unpoetic, unemotional, unsentimental, clear, plain, unadorned, unembellished, unvarnished, monotonous, deadpan, flat","From Middle French prosaïque, from Medieval Latin prosaicus (“in prose”), from Latin prosa (“prose”), from prorsus (“straightforward, in prose”), from Old Latin provorsus (“straight ahead”), from pro- (“forward”) + vorsus (“turned”), from vertō (“to turn”), from Proto-Indo-European *wer- (“to turn, to bend”).
",Something that is prosaic is dull and uninteresting.,[ADJ],His instructor offered a more prosaic explanation for the surge in interest,[형용사],a prosaic style,prosaic,,,"common, everyday, ordinary, routine, dry, dull, stale, trite, unimaginative ",original  stimulating
demur,이의를 제기하다,提出异议；拒绝,,/dɪˈməː/,,"object, take exception, take issue, protest, lodge a protest, cavil, dissent","From Anglo-Norman demorer, from Old French demorer (French demeurer), from Vulgar Latin demoro, Latin
demorari (“to tarry”), from de- + morari (“to delay”).[1]
","If you demur, you say that you do not agree with something or will not do something that you have been asked to do.",[VERB],"The doctor demurred, but Piercey was insistent.",[동사],"[V] At first she demurred, but then finally agreed.",demur,"compunction, hesitation, misgiving, objection, protest ","disagree, disapprove, dispute, dissent, object ",,accept  approval
antidote,해독제,解毒剂；（尤指）解毒药,,/ˈantɪdəʊt/,,antiserum,"From Latin antidotum, from Ancient Greek ἀντίδοτον (antídoton), neuter of ἀντίδοτος (antídotos, “given as a remedy for”), from ἀντιδίδωμι (antidídōmi, “I give in return, repay”), from ἀντί (antí, “against”) + δίδωμι (dídōmi, “I give”). Compare French antidote.
",An antidote is a chemical substance that stops or controls the effect of a poison.,[NOUN],"When he returned, he noticed their sickness and prepared an antidote.",[명사],There is no known antidote to the poison.,antidote,"corrective, cure, remedy, antitoxin, counteragent ",,,poison
exonerate,무죄임[책임이 없음]을 밝혀 주다,证明…无罪；宣布…无罪；使免受责备,,/ɪɡˈzɒnəreɪt/,,"clear, acquit, declare innocent, find innocent, pronounce not guilty, discharge","From Latin exonerāt-, the participle stem of exonerāre, from exonerō (“to discharge, to unload; to exonerate”), from ex- (“a prefix denoting privation”) + onerō (“to burden, to lade, to load”) (from onus (“burden, load”), from Proto-Indo-European *h₃énh₂os (“burden, load”), from *h₃enh₂- (“to charge, to onerate”)). Cognate with French exonérer.
","If a court, report, or person in authority exonerates someone, they officially say or show that that person is not responsible for something wrong or unpleasant that has happened.",[VERB],The official report basically exonerated everyone,[동사],The police report exonerated Lewis from all charges of corruption.,exonerate,,"absolve, acquit, clear, exculpate, vindicate, discharge, free, release ",,blame  condemn
odious,"끔찍한, 혐오스러운",讨厌的；可恶的，可憎的,,/ˈəʊdɪəs/,,"repulsive, repellent, repugnant, disgusting, offensive, objectionable, vile, foul, abhorrent, loathsome, nauseating, nauseous, sickening, hateful, detestable, execrable, abominable, monstrous, appalling, reprehensible, deplorable, insufferable, intolerable, unacceptable, despicable, contemptible, beyond the pale, unspeakable, poisonous, noxious, obscene, base, hideous, grisly, gruesome, horrendous, heinous, atrocious, awful, terrible, dreadful, frightful, obnoxious, unsavoury, unpalatable, unpleasant, disagreeable, nasty, distasteful, dislikeable, off-putting, displeasing","Borrowed from Anglo-Norman, from Old French odieus, from Latin odiōsus, from odium (“hate”).
","If you describe people or things as odious, you think that they are extremely unpleasant.",[ADJ],Herr Schmidt is certainly the most odious man I have ever met,[형용사],What an odious man!,odious,,,"abhorrent, contemptible, detestable, heinous, loathsome, offensive, repugnant, repulsive, revolting, sickening ",admirable  appealing
mendacity,거짓된 행동; 허위,撒谎习惯；说谎,,/mɛnˈdasəti/,,"untruthfulness, dishonesty, deceit, deceitfulness, deception, dissembling, insincerity, disingenuousness, hypocrisy, fraud, fraudulence, double-dealing, two-timing, duplicity, perjury, perfidy","From Late Latin mendacitas [1], from Latin mendāx (“deceitful, deceptive, lying”) +‎ -itās (“suffix forming nouns indicating a state of being”). Mendāx is derived from mentior (“to deceive, lie”) (from mēns, mentis (“mind; intellect; judgment, reasoning”), from Proto-Indo-European *méntis (“thought”)) + -āx (“suffix forming adjectives expressing a tendency or inclination”), or from Proto-Indo-European *mend- (“to fault”).
","Mendacity is lying, rather than telling the truth.",[NOUN],an astonishing display of cowardice and mendacity.,[명사],,mendacity,,,,
bombastic,"과장한, 허풍 떠는",夸夸其谈的；夸大的,,/bɒmˈbastɪk/,,"blustering, ranting, blathering","18th century, from bombast (“padding, stuffing”).
","If you describe someone as bombastic, you are criticizing them for trying to impress other people by saying things that sound impressive but have little meaning.",[ADJ],He was vain and bombastic.,[형용사],,bombastic,,,"flamboyant, grandiloquent, pompous, pretentious, rhetorical ",concise
antipathy,(강한) 반감,憎恶，厌恶；反感,,/anˈtɪpəθi/,,"antagonism, animosity, aversion, animus, opposition, enmity, dislike, distaste, ill will, ill feeling, hatred, hate, abhorrence, loathing, repugnance, odium","From Ancient Greek ἀντιπάθεια (antipátheia), noun of state from ἀντιπαθής (antipathḗs, “opposed in feeling”), from ἀντί (antí, “against”) + root of πάθος (páthos, “feeling”).
",Antipathy is a strong feeling of dislike or hostility towards someone or something.,[NOUN],She'd often spoken of her antipathy towards London.,[명사],personal/mutual antipathy,antipathy,"animosity, aversion, dislike, enmity, hostility, loathing ",,,affinity
abnormal,비정상적인,反常的；异常的；变态的（尤指不好的）,,/əbˈnɔːm(ə)l/,,"uncommon, atypical, untypical, non-typical, unrepresentative, rare, isolated, irregular, anomalous, deviant, deviating, divergent, wayward, aberrant, freak, freakish","From ab- +‎ normal. First attested in 1835, replacing the earlier anormal and even earlier abnormous,[1] from Latin abnormis (“departing from normal”), from either (ab- (“away from”) + norma (“rule, norm”)),[2] or Ancient Greek ἀνώμαλος (anṓmalos)[3].
","Someone or something that is abnormal is unusual, especially in a way that is worrying.",[ADJ],abnormal heart rhythms and high anxiety levels.,[형용사],abnormal levels of sugar in the blood,abnormal,,,"aberrant, anomalous, deviant, irregular, unnatural, exceptional, extraordinary, rare, bizarre, curious, odd, peculiar, strange "," regular, customary  normal"
fugue,푸가,赋格曲,,/fjuːɡ/,,,"Borrowed from French fugue, from Italian fuga (“flight, ardor”), from Latin fuga (“act of fleeing”), from fugere (“to flee”); compare Ancient Greek φυγή (phugḗ). Apparently from the metaphor that the first part starts alone on its course, and is pursued by later parts.
",A fugue is a piece of music that begins with a simple tune which is then repeated by other voices or instrumental parts with small variations.,[NOUN],,[명사],,fugue,,,,
expatiate,"상세히 설명하다[말하다] ((on, upon))",长篇大论；赘述；详述,,/ɪkˈspeɪʃɪeɪt/,,"speak at length about, write at length about, pontificate about, discourse on, expound, go into detail about, go on about, dwell on","From the participle stem of Latin expatior, from ex- + spatior (“walk about”).
","to enlarge (on a theme, topic, etc) at length or in detail; elaborate (on)",[VERB],,[자동사],,expatiate,,,,
congenital,선천적인,（疾病等）天生的，先天的,,/kənˈdʒɛnɪt(ə)l/,,"inherited, hereditary, in the blood, in the family, innate, inbred, constitutional, built-in, inbuilt, ingrown, natural, native, original, inherent, unlearned, instinctual, deep-rooted, deep-seated",,"A congenital disease or medical condition is one that a person has had from birth, but is not inherited.",[ADJ],"When John was 17, he died of congenital heart disease.",[형용사],congenital abnormalities,congenital,,,"hereditary, inborn, inherited, natural, deep-rooted, ingrained ",acquired  learned
astute,"약삭빠른, 영악한",敏锐的；精明的,,/əˈstjuːt/,,"sharp, sharp-witted, razor-sharp, acute, quick, quick-witted, ingenious, clever, intelligent, bright, brilliant, smart, canny, media-savvy, intuitive, discerning, perceptive, perspicacious, penetrating, insightful, incisive, piercing, discriminating, sagacious, wise, judicious","Latin astūtus, from astus (“craft”).
","If you describe someone as astute, you think they show an understanding of behaviour and situations, and are skilful at using this knowledge to their own advantage.",[ADJ],She was politically astute,[형용사],an astute businessman/politician/observer,astute,,,"bright, intelligent, perceptive, perspicacious, sagacious, smart, canny, clever, cunning, shrewd, sly ",stupid  naive
budding,싹트기 시작하는; 신예의,开始发展的；崭露头角的,,/ˈbʌdɪŋ/,,"up-and-coming, rising, coming, in the making, aspiring, future, prospective, with potential",,"If you describe someone as, for example, a budding businessman or a budding artist, you mean that they are starting to succeed or become interested in business or art.",[ADJ],The forum is now open to all budding entrepreneurs,[형용사],a budding artist/writer,budding,,,"blooming, blossoming, burgeoning, sprouting, aspiring, hopeful, promising ",wilting  hopeless
fidelity,충실함,（尤指对性伴侣的）忠诚，忠实，忠贞,,/fɪˈdɛlɪti/,,"allegiance, obedience, constancy, fealty, homage","15th century, from Middle French fidélité, from Latin fidēlitās, from fidēlis (“faithful”), from fidēs (“faith, loyalty”) (English faith), from Proto-Indo-European *bʰidʰ-, zero-grade of Proto-Indo-European *bʰeydʰ- (“to command, to persuade, to trust”) (English bide). Doublet of fealty.
","Fidelity is loyalty to a person, organization, or set of beliefs.",[NOUN],I had to promise fidelity to the Queen.,[명사],fidelity to your principles,fidelity,"allegiance, devotion, faithfulness, loyalty, adherence, adhesion, attachment, honesty, integrity, probity, accuracy, correctness, exactness ",,,"infidelity, falseness  inaccuracy"
adherent,(정당·사상 등의) 지지자,黏性的；黏着的；附着的,,/ədˈhɪər(ə)nt/,,"supporter, upholder, defender, advocate, disciple, votary, partisan, member, friend, stalwart","From Middle English adherent, from Old French adherent, from Latin adhaerēns, present participle of adhaereō (“to stick to, cling”).
",An adherent is someone who holds a particular belief or supports a particular person or group.,[NOUN],This idea is gaining adherents.,[명사],"Once in the bloodstream, the bacteria adhere to the surface of the red cells.",adherent,"devotee, disciple, follower, satellite, backer, champion, patron, supporter",,"adhesive, gluey, gummy, sticky, tacky ","opponent, adversary  slick"
android,안드로이드(인간의 모습을 한 로봇),人型机器人；模拟机器人,,/ˈandrɔɪd/,,,"From New Latin androides, from Ancient Greek ἀνδρός (andrós, “man”) (genitive of ἀνήρ (anḗr)) + -ειδής (-eidḗs), itself from εἶδος (eîdos, “form, image, shape, appearance, look”). Note the form ἀνδρώδης (andrṓdēs, “manly”) already existed in Ancient Greek. Synchronically, andro- +‎ -oid.
","In science fiction books and films, an android is a robot that looks like a human being.",[NOUN],,[명사],I’ve downloaded dozens of apps on my Android phone.,android,,,,
intemperate,무절제한,（人或其言行）无节制的，过激的，放纵的,,/ɪnˈtɛmp(ə)rət/,,"excessive, undue, inordinate, unreasonable, unjustified, unwarranted, uncalled for","in- +‎ temperate
","If you describe someone's words as intemperate, you are critical of them because they are too forceful and uncontrolled.",[ADJ],The tone of the article is intemperate.,[형용사],intemperate language,intemperate,,,"excessive, extravagant, immoderate, unrestrained, wanton, wild, drunken, intoxicated ",moderate  sober
discursive,"두서없는, 산만한",推论的，论证的,,/dɪsˈkəːsɪv/,,"digressive, meandering, wandering, maundering, diffuse, long, lengthy","Borrowed from Middle French discursif, formed from the stem of Latin discursus and the suffix -if, and in part borrowed from Medieval Latin discursivus.
","If a style of writing is discursive, it includes a lot of facts or opinions that are not necessarily relevant.",[ADJ],"a livelier, more candid and more discursive treatment of the subject.",[형용사],the discursive style of the novel,discursive,,,"circuitous, digressive, meandering, rambling, wandering ",concise
petulant,"심술을 부리는, 심통 사나운",耍孩子脾气的，任性的；脾气暴躁的,,/ˈpɛtjʊl(ə)nt/,,"complaining, pettish, touchy, testy, tetchy, waspish, prickly, crusty, peppery, fractious, fretful, irritable, cross, crabbed, crabby, crotchety, cantankerous, curmudgeonly, disagreeable, miserable, morose, on edge, edgy, impatient, bitter, moody, in a bad mood, grumpy, huffy, scratchy, out of sorts, out of temper, ill-tempered, bad-tempered, ill-natured, ill-humoured, sullen, surly, sulky, sour, churlish, bilious, liverish, dyspeptic, splenetic, choleric","From Middle French, from Latin petulāns, akin to petere.
",Someone who is petulant is unreasonably angry and upset in a childish way.,[ADJ],His critics say he's just being silly and petulant,[형용사],,petulant,,,"cantankerous, cross, fractious, irritable, peevish, surly, testy ",pleasant
bemusing,"멍하게 만들다, 어리벙벙하게 하다; 생각에 잠기게 하다",使困惑;使不解;使茫然,,,,,,"If something bemuses you, it puzzles or confuses you.",[VERB],The sheer quantity of detail would bemuse even the most clear-headed author.,[타동사],a bemused expression/smile,bemusing,,,"bewildered, confused, perplexed, puzzled, engrossed, enthralled  preoccupied",
simper,바보같이[멍청하게] 웃다,傻笑，痴笑,,/ˈsɪmpə/,,"smile coquettishly, giggle, titter, smirk, look coy","Origin uncertain; compare (probably from[1]) Danish simper / semper (“coy”), German zimper (“elegant, dainty”).
","When someone simpers, they smile in a rather silly way.",[VERB],The maid lowered her chin and simpered.,[동사],[V] a silly simpering girl,simper,,,,
confluence,(두 강의) 합류 지점,（河流）汇合处，汇流点,,/ˈkɒnflʊəns/,,"meeting, junction, joining, conflux, watersmeet","Borrowed from Late Latin confluentia, from con- + fluere.
",The confluence of two rivers is the place where they join and become one larger river.,[NOUN],The 160-metre falls mark the dramatic confluence of the rivers Nera and Velino.,[명사],confluence hunters around the world,confluence,"concourse, junction, nexus, union ",,,branch
deft,"날랜, 재빠른",熟练的；巧妙的；灵巧的,,/dɛft/,,"lithe, sprightly, acrobatic, light-footed, nimble-footed, light, light on one's feet, fleet-footed, spry, lively, active, quick, quick-moving, graceful, supple, limber, lissom, flexible, skilful, deft, dexterous, adroit","From Middle English defte, daft (“gentle”), from Old English dæfte, ġedæfte (“mild, gentle, meek”), from Proto-Germanic *daftuz (“accommodating, convenient”), derived from *dabaną (“to be suitable”), from Proto-Indo-European *dʰh₂ebʰ- (“fitting, fit together”). Near cognates include Gothic 𐌲𐌰𐌳𐍉𐍆𐍃 (gadōfs, “suitable”), West Frisian deftich (“distinguished”), Dutch deftig (“distinguished”), German deftig (“coarse”). Further cognates include Russian добро (dobro, “wealth, good”) and Latin faber (“craftsman; skillful”).
",A deft action is skilful and often quick.,[ADJ],"With a deft flick of his foot, Mr Worth tripped one of the raiders up.",[형용사],deft hands/fingers/footwork,deft,,,"able, expert, quick, sure, adroit, dexterous, skillful ",maladroit  clumsy
wanton,(파괴·위해 행위가) 타당한 이유 없이 고의적인[악의적인],无节制的，过分的，恣意的；不负责的,,/ˈwɒntən/,,"wilful, malicious, malevolent, spiteful, vicious, wicked, evil, cruel","From Middle English wantoun, wantowen, wantoȝen, wantowe (“uneducated; unrestrained; licentious; sportive; playful”), from wan- (“not, un-, mis-”) + towen, i-towen (“educated”, literally “towed; led; drawn”), from Old English togen, ġetogen, past participle of tēon (“to train, discipline”), equivalent to wan- +‎ towed.
","A wanton action deliberately causes harm, damage, or waste without having any reason to.",[ADJ],this unnecessary and wanton destruction of our environment,[형용사],wanton destruction,wanton,,,"dissolute, fast, loose, promiscuous, cruel, malicious, spiteful, vicious, perverse, unruly, wild, willful ","chaste, kind  docile"
intravenous,"정맥으로 들어가는, 정맥 주사의",进入静脉的；静脉的,,/ˌɪntrəˈviːnəs/,,,"From intra- +‎ venous.
","Intravenous foods or drugs are given to sick people through their veins, rather than their mouths.",[ADJ],an intravenous drip.,[형용사],intravenous fluids,intravenous,,,,
conjunction,접속사,连词，连接词,,/kənˈdʒʌŋ(k)ʃ(ə)n/,,"concurrence, coincidence, coexistence, simultaneity, simultaneousness, contemporaneity, contemporaneousness, concomitance, synchronicity, synchrony","From Old French conjonction, from Latin coniūnctiō (“joining”), from coniungere (“to join”).
",A conjunction of two or more things is the occurrence of them at the same time or place.,[NOUN],the conjunction of two events.,[명사],The police are working in conjunction with tax officers on the investigation.,conjunction,"amalgamation, combination, joining, unification, accord, concert, synergy, union ",,,separation
salubrious,"살기 좋은, 건강에 좋은",（地方）环境宜人且有益健康的，宜居的,,/səˈluːbrɪəs/,,"health-giving, healthful, beneficial, good for one's health, wholesome, salutary","From Latin salūbris (“healthy”)  +‎ -ous.
",A place that is salubrious is pleasant and healthy.,[ADJ],your salubrious lochside hotel.,[형용사],,salubrious,,,,
sojourn,체류,逗留，停留,,/ˈsɒdʒ(ə)n/,,"visit, stop, stopover, residence","Borrowed from Old French sojor, sojorner (modern séjour, séjourner), from (assumed) Vulgar Latin *subdiurnāre, from Latin sub- (“under, a little over”) + Late Latin diurnus (“lasting for a day”), from Latin dies (“day”).[1]
",A sojourn is a short stay in a place that is not your home.,[NOUN],,[명사],,sojourn,,,,
dilatory,미적거리는; 지체시키는,缓慢的，拖延的，迟缓的,,/ˈdɪlət(ə)ri/,,"unhurried, tardy, unpunctual, lax, slack, sluggish, sluggardly, snail-like, tortoise-like, lazy, idle, indolent, slothful","From Old French dilatoire [1], from Latin dilatorius (“extending or putting off (time)”), from dilator, from differo. Not etymologically related to delay.
",Someone or something that is dilatory is slow and causes delay.,[ADJ],You might expect politicians to smooth things out when civil servants are being dilatory.,[형용사],The government has been dilatory in dealing with the problem of unemployment.,dilatory,,,"indolent, lackadaisical, lazy, negligent, remiss, slothful, procrastinating, slow, sluggish, tardy ",diligent  prompt
hypocritical,"위선의, 위선(자)적인",虚伪的；伪善的,,/ˌhɪpəˈkrɪtɪkl/,,"pious, pietistic, self-righteous, holier-than-thou, superior, insincere, specious, feigned, pretended, hollow, false","From hypocritic + -al, from ὑποκριτικός (hupokritikós), from ὑποκριτής (hupokritḗs, “actor, hypocrite”), from ὑποκρίνομαι (hupokrínomai, “I play a part on stage”), from ὑπό (hupó, “below”) + κρίνω (krínō, “I choose”).
","If you accuse someone of being hypocritical, you mean that they pretend to have qualities, beliefs, or feelings that they do not really have.",[ADJ],It would be hypocritical to say I travel at 70mph simply because that is the law,[형용사],He condemned the hypocrisy of those politicians who do one thing and say another.,hypocritical,,,"counterfeit, deceptive, insincere, phony, two-faced ",genuine
aver,(사실이라고) 단언하다[주장하다],断言；坚称,,/əˈvəː/,,"announce, make known, state, communicate, reveal, divulge, mention, talk about, raise, moot, air, bring into the open, voice, articulate, pronounce, express, vent, set forth, make public, publicize, disseminate, circulate, publish, broadcast, promulgate, trumpet, blazon","From Latin habeō.
","If you aver that something is the case, you say very firmly that it is true.",[VERB],He avers that chaos will erupt if he loses,[동사],[V that] She averred that she had never seen the man before.,aver,,"affirm, attest, aver, avouch, avow, declare, profess, allege, claim, maintain, advance, argue, contend, insist, propound, accuse, charge, impugn, impute ",,deny  retract
bilious,곧 토할 것 같은,患胆病的；胆汁分泌过多的,,/ˈbɪlɪəs/,,"sick, queasy, nauseated, green about the gills, liverish","From French bilieux, from Latin bīliōsus (“full of bile”), from bīlis (“bile”) + -ōsus (“full of”).
","If someone describes the appearance of something as bilious, they mean that they think it looks unpleasant and rather disgusting.",[ADJ],a bilious shade of green.,[형용사],,bilious,,,"cranky, grouchy, irritable, peevish, testy, nauseous, queasy, sick ",pleasant  well
docile,"유순한, 고분고분한",温和的；温顺的，驯服的；易控制的,,/ˈdəʊsʌɪl/,,"obedient, pliant, dutiful, willing, passive, submissive, deferential, tame, meek, mild, lamblike, unassertive, unresisting, yielding, cooperative, amenable, accommodating, biddable, persuadable, ductile, manageable, controllable, tractable, malleable, manipulable, easily manipulated, easily handled, like putty in one's hands","Borrowed from Middle French docile, from Latin docilis, from docere (“teach”).
","A person or animal that is docile is quiet, not aggressive, and easily controlled.",[ADJ],"docile, obedient children",[형용사],a docile child/horse,docile,,,"manageable, obedient, pliant, submissive, teachable, tractable, gentle, tame, accommodating, agreeable, complacent, obliging, willing ","rebellious, wild  disagreeable"
infringe,위반하다,违反，违背（规定、法律等）,,/ɪnˈfrɪn(d)ʒ/,,"violate, transgress, break, breach, commit a breach of, disobey, defy, flout, fly in the face of, ride roughshod over, kick against","Borrowed from Latin infringere (“to break off, break, bruise, weaken, destroy”), from in (“in”) + frangere (“to break”).
","If someone infringes a law or a rule, they break it or do something which disobeys it.",[VERB],The film exploited his image and infringed his copyright,[동사],The material can be copied without infringing copyright.,infringe,,"encroach, impinge, intrude, invade, trespass, break, infract, transgress, violate ",,respect  observe
phonetics,음성학,语音学,,/fəˈnɛtɪks/,,,"phonetic +‎ -ics.
","In linguistics, phonetics is the study of speech sounds.",[NOUN],,[명사],,phonetics,,,,
ribald,(우스꽝스럽게) 야한,（指言语）粗俗诙谐的；猥亵逗笑的,,/ˈrɪb(ə)ld/,,"indecent, risqué, rude, racy, broad, earthy, Rabelaisian, spicy, suggestive, titillating, improper, naughty, indelicate, indecorous, off colour, locker-room","From Middle English ribald, from Old French ribaud, ribauld (“rogue, scoundrel”) ( > English ribaud), from Old French riber (“to be licentious”), from Frankish *rīban (“to copulate, be in heat”, literally “to rub”), from Proto-Germanic *wrībaną (“to turn, twist, writhe”), from Proto-Indo-European *werp-, *werb- (“to turn, twist”) + Old French -aud, from Frankish *-wald. Related to Old High German rīban (“to rub”), German reiben (“to rub”), Dutch wrijven (“to rub”). Compare also Old High German hrība (“prostitute”). See also English wrap.
",A ribald remark or sense of humour is rather rude and refers to sex in a humorous way.,[ADJ],her ribald comments about a fellow guest's body language.,[형용사],,ribald,,,"coarse, earthy, lewd, obscene, suggestive, vulgar ",decent
aperture,(작은) 구멍,小孔；缝隙；（尤指照相机的）孔径，光圈,,/ˈapətʃə/,,"hole, gap, space, slit, slot, vent, passage, crevice, chink, crack, fissure, perforation, breach, eye, interstice","Borrowed from Latin apertūra (“opening”), from apertus, past participle of aperīre (“to open, uncover”), opposed to operīre (“to close, cover”). See aperient. Doublet of overture.
",An aperture is a narrow hole or gap.,[NOUN],Through the aperture he could see daylight.,[명사],,aperture,"breach, hole, opening, orifice, slit  slot",,,
antithetical,"대조되는; 정반대의; 대조법의, 대구(對句)의",相反的;对立的;不相容的,记忆技巧：anti 相反；反对 + thet 放置 + ical …的 → 反着放的 → 对立的,/ˌantɪˈθɛtɪk(ə)l/,,"directly opposed to, contrary to, contradictory to, conflicting with, incompatible with, irreconcilable with, inconsistent with, at variance with, at odds with, contrasting with, different from, different to, differing from, divergent from, unlike","From antithetic +‎ -al.
",Something that is antithetical to something else is the opposite of it and is unable to exist with it.,[ADJ],Their priorities are antithetical to those of environmentalists.,[형용사],Love is the antithesis of selfishness.,antithetical,,,,
junta,(쿠데타로 정권을 장악한) 군사 정부,（以武力夺取政权的）军政府,,/ˈdʒʌntə/,,"group, cabal, clique, party, set, ring, gang, league, confederacy","Borrowed from Spanish junta, feminine form of junto, from Latin iunctus, perfect passive participle of iungō (“join”). 1623.
","A junta is a military government that has taken power by force, and not through elections.",[NOUN],,[명사],,junta,"band, coalition, committee, council, faction  gang",,,
century,100년,一百年,,/ˈsɛntʃʊri/,,"time, period, era, epoch, century, decade, year, stage","From Middle English centurie (“a count of one hundred (of anything); a division of the Roman army; century; a division of land”), from Old French centurie, from Latin centuria, from centum (“one hundred”). The most common modern use is a shortening of century of years.
","A century is a period of a hundred years that is used when stating a date. For example, the 19th century was the period from 1801 to 1900.",[NOUN],celebrated figures of the late eighteenth century.,[명사],,century,,,,
lease,임대차 계약,租借，租用,,/liːs/,,"rental agreement, hire agreement, charter, contract",,"A lease is a legal agreement by which the owner of a building, a piece of land, or something such as a car allows someone else to use it for a period of time in return for money.",[NOUN],He took up a 10 year lease on the house at Rossie Priory.,[명사],to take out a lease on a house,lease,,,,
spellbind,"주문으로 얽매다, 마법[마술]을 걸다; 매혹하다",迷惑[诱惑],,/ˈspɛlbʌɪnd/,,"enthralling, entrancing, bewitching, captivating, intriguing, riveting, transfixing, engrossing, gripping, very interesting, very exciting, thrilling, absorbing, compelling, compulsive, mesmerizing, mesmeric, hypnotic, magical","spell +‎ bind
",to cause to be spellbound; entrance or enthral,[VERB],,[타동사],,spellbind,,,,
remonstrate,항의[불평]하다,抗议；反对；抱怨,,/ˈrɛmənstreɪt/,,"complain, expostulate","From (the participle stem of) Late Latin remōnstrō, from Latin re- + mōnstrō.
","If you remonstrate with someone, you protest to them about something you do not approve of or agree with, and you try to get it changed or stopped.",[VERB],He remonstrated with the referee,[동사],[V] They remonstrated with the official about the decision.,remonstrate,,"admonish, censure, chide, reprimand, reprove, scold ",,praise
awry,(계획 등이) 빗나간[엉망이 된],离开预期方向（的）；出错（的）,,/əˈrʌɪ/,,"wrong, not right","a- (preposition) +‎ wry
","If something goes awry, it does not happen in the way it was planned.",[ADJ],She was in a fury over a plan that had gone awry.,"[부사, 형용사]",All my plans for the party had gone awry.,awry,,,"amiss, wrong, askance, askew, crooked, uneven ",right  straight
concord,화합,协调；和谐；和睦,,/ˈkɒŋkɔːd/,,"harmony, accord, consensus, concurrence, unity, unanimity, unison, oneness",,Concord is a state of peaceful agreement.,[NOUN],They expressed the hope that he would pursue a neutral and balanced policy for the sake of national concord.,[명사],living in concord with neighbouring states,concord,"friendship, goodwill, harmony, peace, accord, agreement, treaty ",,,hostility
